Timestamp,1. Department (বিভাগ),2. Which academic year are you currently in?(আপনি বর্তমানে কোন শিক্ষাবর্ষে অধ্যয়ন করছেন?),3. Which digital device do you use most frequently?(আপনি কোন ডিজিটাল ডিভাইসটি সবচেয়ে বেশি ব্যবহার করেন?),4. How many hours per day do you use digital devices?(প্রতিদিন আপনি কত ঘণ্টা ডিজিটাল ডিভাইস ব্যবহার করেন?),5. How many hours per day do you use digital devices for academic activities?(প্রতিদিন একাডেমিক কার্যক্রমের জন্য আপনি কত ঘণ্টা ডিজিটাল ডিভাইস ব্যবহার করেন?),6. Which activity takes most of your non-academic digital time?(অ-পাঠ্যক্রমিক ডিজিটাল ব্যবহারের মধ্যে কোন কাজে আপনি সবচেয়ে বেশি সময় দেন?) [Social Media],6. Which activity takes most of your non-academic digital time?(অ-পাঠ্যক্রমিক ডিজিটাল ব্যবহারের মধ্যে কোন কাজে আপনি সবচেয়ে বেশি সময় দেন?) [Messaging],6. Which activity takes most of your non-academic digital time?(অ-পাঠ্যক্রমিক ডিজিটাল ব্যবহারের মধ্যে কোন কাজে আপনি সবচেয়ে বেশি সময় দেন?) [YouTube / Video Streaming],6. Which activity takes most of your non-academic digital time?(অ-পাঠ্যক্রমিক ডিজিটাল ব্যবহারের মধ্যে কোন কাজে আপনি সবচেয়ে বেশি সময় দেন?) [Gaming],6. Which activity takes most of your non-academic digital time?(অ-পাঠ্যক্রমিক ডিজিটাল ব্যবহারের মধ্যে কোন কাজে আপনি সবচেয়ে বেশি সময় দেন?) [Browsing / News],7. How often do you use generative AI tools(Claude/ChatGPT etc.) for academic purposes? (আপনি একাডেমিক বা পড়াশোনার কাজে কত ঘন ঘন Generative AI টুল ব্যবহার করেন?),8. How frequently do you use generative AI for the following academic activities?(নিচের একাডেমিক কার্যক্রমগুলোতে আপনি কত ঘন ঘন Generative AI ব্যবহার করেন?) [Understanding Theory/Lab Lecture],8. How frequently do you use generative AI for the following academic activities?(নিচের একাডেমিক কার্যক্রমগুলোতে আপনি কত ঘন ঘন Generative AI ব্যবহার করেন?) [Writing Lab or Other Reports],8. How frequently do you use generative AI for the following academic activities?(নিচের একাডেমিক কার্যক্রমগুলোতে আপনি কত ঘন ঘন Generative AI ব্যবহার করেন?) [Exam Preparation],8. How frequently do you use generative AI for the following academic activities?(নিচের একাডেমিক কার্যক্রমগুলোতে আপনি কত ঘন ঘন Generative AI ব্যবহার করেন?) [Understanding Research Papers],8. How frequently do you use generative AI for the following academic activities?(নিচের একাডেমিক কার্যক্রমগুলোতে আপনি কত ঘন ঘন Generative AI ব্যবহার করেন?) [Presentation Preparation],9. I engage in other digital activities while doing academic activities.(একাডেমিক কার্যক্রমের সময় আমি অন্যান্য ডিজিটাল কার্যক্রমে যুক্ত থাকি।),10. Notifications interrupt my concentration during academic activities(একাডেমিক কার্যক্রমের সময় নোটিফিকেশন আমার মনোযোগে বিঘ্ন ঘটায়),11. I check my devices without a specific reason during academic activities.(একাডেমিক কার্যক্রমের সময় কোনো নির্দিষ্ট কারণ ছাড়াই আমি আমার ডিভাইস দেখি।),12. I switch to digital entertainment while doing academic activities.(একাডেমিক কার্যক্রমের সময় আমি ডিজিটাল বিনোদনের দিকে চলে যাই।),13. I use digital devices longer than I intended.(আমি ইচ্ছার চেয়ে বেশি সময় ডিজিটাল ডিভাইস ব্যবহার করি।),14. I find it difficult to stop using digital devices.(ডিজিটাল ডিভাইস ব্যবহার বন্ধ করা আমার জন্য কঠিন।),15. The use of digital devices shortly before sleep reduces total sleep duration. (ঘুমানোর ঠিক আগে ডিজিটাল ডিভাইসের ব্যবহার মোট ঘুমের সময় কমিয়ে দেয়।),16. What time do you usually go to sleep at night?(আপনি সাধারণত রাতে কখন ঘুমাতে যান?),17. What time do you usually wake up in the morning?(আপনি সাধারণত সকালে কখন ঘুম থেকে ওঠেন?),"18. Do you usually have a second sleep period during the day or at another time?
(আপনি কি সাধারণত দিনে বা অন্য কোনো সময় দ্বিতীয়বার ঘুমান?)","19. If Yes, What time does your second sleep usually start?(হ্যাঁ হলে, আপনার দ্বিতীয়বার ঘুমানো সাধারণত কখন শুরু হয়?","20. If Yes, What time do you usually wake up from your second sleep?(হ্যাঁ হলে, দ্বিতীয়বার ঘুমানোর পর আপনি সাধারণত কখন ঘুম থেকে ওঠেন?)",21. What is your current CGPA?(আপনার বর্তমান CGPA কত?)
8/17/2026 14:11:51,ME,2nd Year,Laptop,5 - 8 hours,2 - 4 hours,4,4,4,3-Moderate Time,4,4,3-Moderately,2,3-Moderately,2,3-Moderately,4,4,4,4,4,4,5,12AM-1AM,7AM-8AM,Yes,2:30:00 PM,5:00:00 PM,3.00–3.24
8/17/2026 14:18:42,CE,2nd Year,Smartphone,5 - 8 hours,2 - 4 hours,3-Moderate Time,4,3-Moderate Time,4,3-Moderate Time,4,4,3-Moderately,4,3-Moderately,4,3,4,3,4,4,4,4,After 1AM,7AM-8AM,Yes,3:00:00 PM,5:00:00 PM,3.00–3.24
8/17/2026 14:21:07,ME,2nd Year,Smartphone,5 - 8 hours,4 - 6 hours,4,3-Moderate Time,4,3-Moderate Time,4,3,3-Moderately,2,3-Moderately,2,3-Moderately,4,4,4,3,3,3,4,12AM-1AM,7AM-8AM,No,,,3.00–3.24
8/17/2026 14:21:35,ME,4th Year,Smartphone,5 - 8 hours,2 - 4 hours,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,4,2,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3,4,3,4,4,4,4,After 1AM,After 8AM,No,,,3.00–3.24
8/17/2026 14:23:21,EEE,3rd Year,Laptop,5 - 8 hours,2 - 4 hours,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,4,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3,3,4,4,4,4,4,After 1AM,After 8AM,No,,,3.25–3.49
8/17/2026 14:24:01,CE,2nd Year,Desktop Computer,5 - 8 hours,4 - 6 hours,4,4,4,4,4,4,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3,4,4,4,3,3,3,After 1AM,After 8AM,No,,,3.25–3.49
8/17/2026 14:24:33,ME,3rd Year,Desktop Computer,5 - 8 hours,2 - 4 hours,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,3,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,4,3,3,3,5,4,5,12AM-1AM,7AM-8AM,No,,,3.25–3.49
8/17/2026 14:24:48,CE,3rd Year,Laptop,5 - 8 hours,4 - 6 hours,3-Moderate Time,3-Moderate Time,4,4,4,4,4,4,3-Moderately,3-Moderately,4,4,4,3,3,3,4,4,After 1AM,After 8AM,No,,,3.25–3.49
8/17/2026 14:25:00,EEE,2nd Year,Laptop,5 - 8 hours,4 - 6 hours,4,3-Moderate Time,4,3-Moderate Time,4,4,3-Moderately,3-Moderately,3-Moderately,2,2,4,3,4,4,4,4,4,After 1AM,After 8AM,No,,,3.00–3.24
8/17/2026 14:37:21,EEE,4th Year,Smartphone,More than  8 hours,4 - 6 hours,5-Most Time,4,3-Moderate Time,4,4,3,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,5,4,4,4,4,4,4,After 1AM,After 8AM,No,,,Below 3.00
8/17/2026 14:38:12,CE,2nd Year,Desktop Computer,5 - 8 hours,4 - 6 hours,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,4,4,3-Moderately,4,3-Moderately,4,4,4,4,4,5,4,3,After 1AM,After 8AM,No,,,3.00–3.24
8/17/2026 14:42:34,ME,4th Year,Smartphone,5 - 8 hours,4 - 6 hours,4,4,4,4,4,4,3-Moderately,2,3-Moderately,3-Moderately,3-Moderately,4,4,5,4,4,4,4,After 1AM,7AM-8AM,No,,,3.25–3.49
8/17/2026 14:43:30,EEE,3rd Year,Desktop Computer,5 - 8 hours,4 - 6 hours,4,3-Moderate Time,4,3-Moderate Time,4,4,4,3-Moderately,4,3-Moderately,4,3,3,3,4,4,4,4,After 1AM,7AM-8AM,Yes,2:00:00 PM,3:00:00 PM,3.00–3.24
8/17/2026 14:44:55,ME,2nd Year,Laptop,5 - 8 hours,2 - 4 hours,3-Moderate Time,2,3-Moderate Time,2,3-Moderate Time,4,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3,4,2,4,3,3,4,12AM-1AM,7AM-8AM,No,,,3.25–3.49
8/17/2026 14:47:43,CE,3rd Year,Smartphone,5 - 8 hours,4 - 6 hours,4,3-Moderate Time,3-Moderate Time,4,4,4,3-Moderately,4,3-Moderately,4,3-Moderately,3,4,4,4,4,4,4,12AM-1AM,7AM-8AM,No,,,3.25–3.49
8/17/2026 14:48:48,CE,3rd Year,Smartphone,5 - 8 hours,4 - 6 hours,3-Moderate Time,3-Moderate Time,4,4,3-Moderate Time,4,3-Moderately,2,3-Moderately,3-Moderately,3-Moderately,4,3,3,4,3,4,3,12AM-1AM,After 8AM,Yes,3:00:00 PM,5:30:00 PM,3.25–3.49
8/17/2026 14:50:44,ME,3rd Year,Desktop Computer,5 - 8 hours,2 - 4 hours,4,4,3-Moderate Time,4,4,4,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,4,4,4,4,4,4,4,12AM-1AM,7AM-8AM,No,,,3.00–3.24
8/17/2026 14:50:52,ME,3rd Year,Desktop Computer,5 - 8 hours,4 - 6 hours,4,4,4,4,4,4,3-Moderately,3-Moderately,2,2,3-Moderately,3,4,4,4,3,3,4,12AM-1AM,7AM-8AM,No,,,3.25–3.49
8/17/2026 14:51:25,ME,4th Year,Desktop Computer,5 - 8 hours,2 - 4 hours,4,3-Moderate Time,4,3-Moderate Time,4,4,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,4,4,4,4,3,4,4,12AM-1AM,7AM-8AM,No,,,3.25–3.49
8/17/2026 14:52:39,EEE,3rd Year,Desktop Computer,5 - 8 hours,4 - 6 hours,3-Moderate Time,3-Moderate Time,2,3-Moderate Time,3-Moderate Time,4,3-Moderately,4,3-Moderately,3-Moderately,3-Moderately,4,4,4,3,3,3,3,12AM-1AM,7AM-8AM,No,,,3.25–3.49
8/17/2026 14:52:58,CE,3rd Year,Desktop Computer,5 - 8 hours,4 - 6 hours,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,4,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,4,4,4,4,4,4,3,12AM-1AM,6AM-7AM,No,,,3.00–3.24
8/17/2026 14:53:17,EEE,3rd Year,Desktop Computer,5 - 8 hours,2 - 4 hours,4,3-Moderate Time,4,3-Moderate Time,4,4,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,4,4,4,4,3,3,4,12AM-1AM,After 8AM,No,,,3.00–3.24
8/17/2026 14:53:56,EEE,3rd Year,Laptop,5 - 8 hours,4 - 6 hours,3-Moderate Time,4,4,3-Moderate Time,4,3,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,4,3,3,4,3,4,4,12AM-1AM,After 8AM,No,,,3.00–3.24
8/17/2026 14:54:20,CSE,2nd Year,Laptop,5 - 8 hours,2 - 4 hours,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,3,3-Moderately,4,4,4,3-Moderately,4,4,3,3,3,3,3,After 1AM,After 8AM,No,,,3.00–3.24
8/17/2026 14:55:07,ME,3rd Year,Smartphone,2 - 5 hours,4 - 6 hours,3-Moderate Time,2,3-Moderate Time,3-Moderate Time,2,3,3-Moderately,4,3-Moderately,3-Moderately,3-Moderately,3,4,4,4,5,4,3,12AM-1AM,7AM-8AM,Yes,2:00:00 AM,5:00:00 AM,3.00–3.24
8/17/2026 14:57:14,CE,3rd Year,Laptop,5 - 8 hours,4 - 6 hours,4,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,3,2,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3,4,3,3,4,4,4,12AM-1AM,7AM-8AM,No,,,3.25–3.49
8/17/2026 14:57:48,CSE,4th Year,Laptop,More than  8 hours,4 - 6 hours,5-Most Time,4,4,3-Moderate Time,3-Moderate Time,3,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,4,4,4,3,4,3,5,After 1AM,After 8AM,No,,,Below 3.00
8/17/2026 14:58:14,CE,3rd Year,Laptop,5 - 8 hours,4 - 6 hours,4,4,4,3-Moderate Time,3-Moderate Time,4,3-Moderately,3-Moderately,4,4,4,4,4,3,3,4,4,4,12AM-1AM,After 8AM,No,,,3.25–3.49
8/17/2026 15:03:25,ME,2nd Year,Laptop,5 - 8 hours,2 - 4 hours,4,3-Moderate Time,4,3-Moderate Time,4,4,4,4,4,4,4,4,3,3,3,4,4,4,After 1AM,7AM-8AM,No,,,3.25–3.49
8/17/2026 15:11:02,EEE,3rd Year,Laptop,5 - 8 hours,2 - 4 hours,2,2,2,2,2,3,2,3-Moderately,3-Moderately,3-Moderately,2,3,3,3,3,2,4,3,After 1AM,After 8AM,No,,,3.25–3.49
8/17/2026 15:12:28,ME,3rd Year,Laptop,5 - 8 hours,2 - 4 hours,4,4,3-Moderate Time,3-Moderate Time,4,4,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,4,4,3,3,3,4,3,After 1AM,7AM-8AM,No,,,3.00–3.24
8/17/2026 15:16:15,CE,4th Year,Tablet / iPad,5 - 8 hours,2 - 4 hours,4,3-Moderate Time,4,3-Moderate Time,4,3,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3,3,3,3,3,3,3,After 1AM,7AM-8AM,No,,,3.00–3.24
8/17/2026 15:16:18,CE,3rd Year,Laptop,5 - 8 hours,4 - 6 hours,4,4,3-Moderate Time,3-Moderate Time,3-Moderate Time,3,3-Moderately,4,3-Moderately,3-Moderately,3-Moderately,3,4,3,3,4,4,4,After 1AM,After 8AM,No,,,3.00–3.24
8/17/2026 15:18:56,ME,3rd Year,Desktop Computer,5 - 8 hours,2 - 4 hours,4,3-Moderate Time,4,3-Moderate Time,3-Moderate Time,3,3-Moderately,2,3-Moderately,2,2,4,4,3,3,4,4,4,12AM-1AM,After 8AM,No,,,3.25–3.49
8/17/2026 15:20:19,EEE,3rd Year,Laptop,5 - 8 hours,4 - 6 hours,4,4,4,4,4,4,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,4,4,2,4,3,4,4,12AM-1AM,7AM-8AM,Yes,,,3.00–3.24
8/17/2026 15:27:27,CE,3rd Year,Laptop,5 - 8 hours,4 - 6 hours,3-Moderate Time,2,3-Moderate Time,3-Moderate Time,3-Moderate Time,4,3-Moderately,4,3-Moderately,3-Moderately,3-Moderately,3,4,3,3,4,4,4,12AM-1AM,7AM-8AM,No,,,3.25–3.49
8/17/2026 15:27:51,CSE,2nd Year,Smartphone,2 - 5 hours,Less than 1 hour,5-Most Time,2,2,2,1-Minimum Time,4,3-Moderately,4,4,3-Moderately,4,3,3,4,4,4,3,3,After 1AM,7AM-8AM,No,,,3.50–3.74
8/17/2026 15:27:59,CSE,3rd Year,Smartphone,5 - 8 hours,4 - 6 hours,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,3,3-Moderately,4,3-Moderately,2,2,4,4,4,4,4,4,4,12AM-1AM,After 8AM,Yes,,,3.50–3.74
8/17/2026 15:28:27,EEE,3rd Year,Desktop Computer,5 - 8 hours,4 - 6 hours,4,3-Moderate Time,3-Moderate Time,4,4,4,3-Moderately,3-Moderately,3-Moderately,2,3-Moderately,3,5,4,4,4,4,4,12AM-1AM,7AM-8AM,Yes,,,3.00–3.24
8/17/2026 15:29:36,EEE,3rd Year,Desktop Computer,5 - 8 hours,4 - 6 hours,3-Moderate Time,3-Moderate Time,4,4,4,4,3-Moderately,2,3-Moderately,3-Moderately,2,4,4,4,5,4,4,4,12AM-1AM,After 8AM,No,,,3.50–3.74
8/17/2026 15:35:27,CSE,4th Year,Laptop,2 - 5 hours,Less than 1 hour,1-Minimum Time,5-Most Time,3-Moderate Time,4,5-Most Time,2,2,3-Moderately,2,1-Occasionally,4,2,1,5,4,3,4,1,10PM-11PM,6AM-7AM,No,,,Below 3.00
8/17/2026 15:38:10,CSE,2nd Year,Tablet / iPad,More than  8 hours,4 - 6 hours,1-Minimum Time,5-Most Time,4,4,4,1,5-Mostly Dependent on AI,4,2,2,2,5,5,4,3,5,1,2,After 1AM,7AM-8AM,No,,,3.00–3.24
8/17/2026 15:39:27,ME,3rd Year,Laptop,More than  8 hours,More than 7 hours,5-Most Time,4,5-Most Time,4,5-Most Time,3,5-Mostly Dependent on AI,4,5-Mostly Dependent on AI,4,5-Mostly Dependent on AI,4,4,4,4,4,5,5,After 1AM,After 8AM,No,,,3.25–3.49
8/17/2026 15:44:13,CE,4th Year,Smartphone,2 - 5 hours,Less than 1 hour,2,2,2,5-Most Time,3-Moderate Time,4,1-Occasionally,5-Mostly Dependent on AI,4,5-Mostly Dependent on AI,4,4,3,5,2,4,4,5,12AM-1AM,After 8AM,No,,,3.25–3.49
8/17/2026 15:48:36,CSE,1st Year,Smartphone,2 - 5 hours,2 - 4 hours,2,2,5-Most Time,2,5-Most Time,5,3-Moderately,1-Occasionally,1-Occasionally,3-Moderately,2,5,4,2,5,5,5,4,After 1AM,After 8AM,No,,,3.00–3.24
8/17/2026 15:49:50,CE,2nd Year,Desktop Computer,2 - 5 hours,2 - 4 hours,1-Minimum Time,4,1-Minimum Time,3-Moderate Time,4,2,1-Occasionally,3-Moderately,2,1-Occasionally,3-Moderately,5,1,3,2,4,4,3,11PM-12AM,7AM-8AM,No,,,3.50–3.74
8/17/2026 15:57:34,ME,1st Year,Laptop,5 - 8 hours,2 - 4 hours,1-Minimum Time,2,4,3-Moderate Time,1-Minimum Time,4,3-Moderately,5-Mostly Dependent on AI,2,4,2,2,5,1,1,3,1,2,After 1AM,After 8AM,No,,,3.50–3.74
8/17/2026 15:58:59,CSE,4th Year,Tablet / iPad,2 - 5 hours,2 - 4 hours,4,5-Most Time,5-Most Time,5-Most Time,4,3,3-Moderately,5-Mostly Dependent on AI,4,4,3-Moderately,3,5,1,2,2,1,4,11PM-12AM,6AM-7AM,No,,,Below 3.00
8/17/2026 15:59:13,EEE,2nd Year,Laptop,Less than 2 hour,2 - 4 hours,3-Moderate Time,4,1-Minimum Time,5-Most Time,4,3,3-Moderately,5-Mostly Dependent on AI,1-Occasionally,4,1-Occasionally,5,4,2,1,4,1,3,After 1AM,5AM-6AM,No,,,3.75–4.00
8/17/2026 16:06:33,ME,3rd Year,Desktop Computer,More than  8 hours,4 - 6 hours,5-Most Time,1-Minimum Time,2,3-Moderate Time,2,1,2,2,4,4,3-Moderately,1,5,4,3,4,2,1,11PM-12AM,6AM-7AM,No,,,3.00–3.24
8/17/2026 16:17:15,EEE,1st Year,Smartphone,Less than 2 hour,More than 7 hours,3-Moderate Time,5-Most Time,2,1-Minimum Time,3-Moderate Time,1,5-Mostly Dependent on AI,2,2,1-Occasionally,2,1,1,1,5,5,1,2,12AM-1AM,6AM-7AM,No,,,3.75–4.00
8/17/2026 16:22:09,EEE,1st Year,Smartphone,Less than 2 hour,2 - 4 hours,4,3-Moderate Time,4,4,5-Most Time,3,1-Occasionally,2,5-Mostly Dependent on AI,3-Moderately,2,3,4,2,5,1,4,4,10PM-11PM,6AM-7AM,No,,,3.75–4.00
8/17/2026 16:24:10,ME,1st Year,Smartphone,Less than 2 hour,2 - 4 hours,2,1-Minimum Time,4,3-Moderate Time,3-Moderate Time,3,4,3-Moderately,5-Mostly Dependent on AI,2,2,2,2,3,4,3,5,2,11PM-12AM,7AM-8AM,No,,,Below 3.00
8/17/2026 16:34:53,ME,2nd Year,Laptop,Less than 2 hour,More than 7 hours,2,2,1-Minimum Time,3-Moderate Time,4,4,5-Mostly Dependent on AI,1-Occasionally,1-Occasionally,5-Mostly Dependent on AI,2,1,2,2,5,2,1,4,11PM-12AM,6AM-7AM,No,,,3.75–4.00
8/17/2026 16:45:22,ME,2nd Year,Tablet / iPad,Less than 2 hour,Less than 1 hour,5-Most Time,1-Minimum Time,5-Most Time,4,2,5,4,4,1-Occasionally,4,2,1,2,3,5,2,1,2,12AM-1AM,7AM-8AM,No,,,3.25–3.49
8/17/2026 16:52:42,EEE,4th Year,Smartphone,Less than 2 hour,Less than 1 hour,3-Moderate Time,3-Moderate Time,1-Minimum Time,1-Minimum Time,3-Moderate Time,3,1-Occasionally,3-Moderately,4,1-Occasionally,5-Mostly Dependent on AI,2,4,2,4,4,1,1,12AM-1AM,After 8AM,No,,,Below 3.00
8/17/2026 16:56:33,ME,3rd Year,Tablet / iPad,5 - 8 hours,More than 7 hours,4,2,4,5-Most Time,3-Moderate Time,5,5-Mostly Dependent on AI,1-Occasionally,3-Moderately,1-Occasionally,5-Mostly Dependent on AI,5,1,5,2,2,2,3,10PM-11PM,7AM-8AM,No,,,3.50–3.74
8/17/2026 17:07:05,ME,3rd Year,Tablet / iPad,Less than 2 hour,2 - 4 hours,1-Minimum Time,2,5-Most Time,5-Most Time,4,1,1-Occasionally,2,2,3-Moderately,2,1,2,1,2,5,4,4,10PM-11PM,After 8AM,No,,,3.00–3.24
8/17/2026 17:11:16,ME,4th Year,Tablet / iPad,2 - 5 hours,Less than 1 hour,1-Minimum Time,5-Most Time,4,2,5-Most Time,4,5-Mostly Dependent on AI,3-Moderately,2,2,5-Mostly Dependent on AI,4,3,4,1,3,4,3,12AM-1AM,After 8AM,No,,,3.00–3.24
8/17/2026 17:15:09,CSE,4th Year,Smartphone,2 - 5 hours,4 - 6 hours,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,3-Moderate Time,3,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3-Moderately,3,3,3,3,3,3,3,12AM-1AM,7AM-8AM,No,,,3.25–3.49
8/17/2026 17:15:53,CE,3rd Year,Smartphone,2 - 5 hours,Less than 1 hour,3-Moderate Time,4,2,4,4,2,5-Mostly Dependent on AI,2,3-Moderately,2,2,1,4,5,3,3,4,3,11PM-12AM,After 8AM,No,,,3.50–3.74
8/17/2026 17:31:58,EEE,1st Year,Tablet / iPad,2 - 5 hours,2 - 4 hours,4,2,2,5-Most Time,4,3,3-Moderately,1-Occasionally,4,3-Moderately,5-Mostly Dependent on AI,1,3,3,2,4,1,5,After 1AM,6AM-7AM,No,,,3.00–3.24
8/17/2026 17:33:52,ME,2nd Year,Desktop Computer,Less than 2 hour,4 - 6 hours,4,1-Minimum Time,4,4,4,5,1-Occasionally,1-Occasionally,5-Mostly Dependent on AI,2,4,3,2,4,5,1,4,2,10PM-11PM,After 8AM,No,,,Below 3.00
8/17/2026 18:02:16,ME,4th Year,Laptop,5 - 8 hours,4 - 6 hours,4,4,3-Moderate Time,3-Moderate Time,3-Moderate Time,4,3-Moderately,3-Moderately,2,2,2,3,3,4,4,3,3,3,After 1AM,After 8AM,Yes,,,3.00–3.24
8/17/2026 18:04:49,EEE,3rd Year,Desktop Computer,2 - 5 hours,Less than 1 hour,1-Minimum Time,3-Moderate Time,2,3-Moderate Time,4,3,2,2,3-Moderately,3-Moderately,1-Occasionally,5,3,5,4,4,4,1,11PM-12AM,5AM-6AM,No,,,3.25–3.49
8/17/2026 18:05:55,EEE,2nd Year,Desktop Computer,5 - 8 hours,4 - 6 hours,3-Moderate Time,1-Minimum Time,5-Most Time,1-Minimum Time,4,1,2,1-Occasionally,5-Mostly Dependent on AI,3-Moderately,3-Moderately,1,1,2,1,5,5,2,After 1AM,After 8AM,No,,,3.00–3.24
8/17/2026 18:06:03,ME,3rd Year,Laptop,Less than 2 hour,More than 7 hours,4,4,3-Moderate Time,2,1-Minimum Time,1,3-Moderately,4,2,4,5-Mostly Dependent on AI,3,4,3,2,4,2,3,10PM-11PM,7AM-8AM,No,,,3.75–4.00
8/17/2026 18:18:50,CSE,3rd Year,Tablet / iPad,2 - 5 hours,More than 7 hours,2,3-Moderate Time,1-Minimum Time,1-Minimum Time,3-Moderate Time,1,2,5-Mostly Dependent on AI,1-Occasionally,1-Occasionally,5-Mostly Dependent on AI,5,2,4,5,3,2,1,12AM-1AM,6AM-7AM,No,,,Below 3.00
8/17/2026 18:22:45,EEE,3rd Year,Desktop Computer,5 - 8 hours,Less than 1 hour,5-Most Time,1-Minimum Time,1-Minimum Time,4,2,1,5-Mostly Dependent on AI,4,3-Moderately,3-Moderately,3-Moderately,4,4,4,4,5,4,4,12AM-1AM,6AM-7AM,No,,,3.00–3.24
8/17/2026 18:24:25,CSE,4th Year,Smartphone,More than  8 hours,2 - 4 hours,1-Minimum Time,1-Minimum Time,5-Most Time,1-Minimum Time,5-Most Time,5,5-Mostly Dependent on AI,2,3-Moderately,2,3-Moderately,2,2,5,5,1,1,2,10PM-11PM,5AM-6AM,No,,,3.00–3.24
8/17/2026 18:25:52,CSE,4th Year,Desktop Computer,5 - 8 hours,More than 7 hours,2,3-Moderate Time,1-Minimum Time,1-Minimum Time,5-Most Time,4,2,2,3-Moderately,1-Occasionally,5-Mostly Dependent on AI,3,3,1,5,2,4,3,10PM-11PM,5AM-6AM,No,,,3.25–3.49
8/17/2026 18:28:04,CSE,2nd Year,Desktop Computer,5 - 8 hours,2 - 4 hours,5-Most Time,4,5-Most Time,4,2,1,4,4,1-Occasionally,5-Mostly Dependent on AI,1-Occasionally,5,4,3,2,4,3,1,11PM-12AM,5AM-6AM,No,,,3.00–3.24
8/17/2026 18:29:37,ME,3rd Year,Desktop Computer,More than  8 hours,More than 7 hours,3-Moderate Time,2,2,4,3-Moderate Time,3,1-Occasionally,2,3-Moderately,2,1-Occasionally,3,5,4,2,4,4,3,After 1AM,6AM-7AM,No,,,3.75–4.00
8/17/2026 18:38:58,CSE,4th Year,Laptop,5 - 8 hours,2 - 4 hours,2,3-Moderate Time,1-Minimum Time,5-Most Time,2,1,5-Mostly Dependent on AI,5-Mostly Dependent on AI,4,5-Mostly Dependent on AI,5-Mostly Dependent on AI,3,2,4,1,4,5,1,10PM-11PM,5AM-6AM,No,,,3.25–3.49
8/17/2026 18:47:00,ME,4th Year,Smartphone,5 - 8 hours,4 - 6 hours,5-Most Time,4,5-Most Time,4,2,5,4,5-Mostly Dependent on AI,2,2,1-Occasionally,1,5,2,5,5,2,5,After 1AM,7AM-8AM,No,,,Below 3.00
8/17/2026 18:52:40,CSE,1st Year,Desktop Computer,More than  8 hours,More than 7 hours,1-Minimum Time,5-Most Time,2,5-Most Time,2,1,2,2,3-Moderately,4,5-Mostly Dependent on AI,2,4,3,1,4,3,2,After 1AM,5AM-6AM,No,,,3.50–3.74
8/17/2026 19:08:58,CSE,4th Year,Smartphone,Less than 2 hour,More than 7 hours,2,1-Minimum Time,3-Moderate Time,4,1-Minimum Time,3,3-Moderately,2,3-Moderately,3-Moderately,3-Moderately,4,2,4,2,4,4,5,10PM-11PM,After 8AM,No,,,3.25–3.49
8/17/2026 19:10:53,CSE,1st Year,Laptop,Less than 2 hour,Less than 1 hour,2,1-Minimum Time,3-Moderate Time,1-Minimum Time,2,4,2,4,4,2,4,5,4,2,4,3,1,1,10PM-11PM,7AM-8AM,No,,,Below 3.00
8/17/2026 19:17:29,ME,1st Year,Desktop Computer,2 - 5 hours,2 - 4 hours,2,1-Minimum Time,4,3-Moderate Time,2,2,2,3-Moderately,2,2,1-Occasionally,5,5,5,4,1,3,1,After 1AM,5AM-6AM,No,,,3.75–4.00
